sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.021;51;;60rounds;Yes;No;2;0.62875;0.89131;0.04052;0.22700;1.52007;BoulwareNegotiationParty@182;BoulwareNegotiationParty@183;0.6287542194507056;0.8913127976603028;0.6287542194507056;0.8913127976603028;0.6769901802545295;0.69850888178788;0.0;0.0;0.6287542194507056;0.8913127976603028;party2_utility.xml;party3_utility.xml
0.015;32;;60rounds;Yes;No;2;0.38547;0.91347;0.09815;0.47086;1.29894;ConcederNegotiationParty@184;BoulwareNegotiationParty@185;0.3854676382427004;0.913468179264608;0.3854676382427004;0.913468179264608;0.3582644394264327;0.9776242504311627;0.0;0.0;0.3854676382427004;0.913468179264608;party2_utility.xml;party3_utility.xml
0.027;45;;60rounds;Yes;No;2;0.23893;0.86466;0.23611;0.61342;1.10360;Agent17@186;BoulwareNegotiationParty@187;0.23893351225612963;0.864664611427335;0.23893351225612963;0.864664611427335;0.10038487275869135;0.8451383675040636;0.0;0.0;0.23893351225612963;0.864664611427335;party2_utility.xml;party3_utility.xml
0.010;22;;60rounds;Yes;No;2;0.71264;0.87242;0.03911;0.14021;1.58506;BoulwareNegotiationParty@188;ConcederNegotiationParty@189;0.8724202209876767;0.7126437601051814;0.8724202209876767;0.7126437601051814;1.0;0.42839914852298755;0.0;0.0;0.8724202209876767;0.7126437601051814;party2_utility.xml;party3_utility.xml
0.007;16;;60rounds;Yes;No;2;0.59242;0.74384;0.17846;0.28118;1.33626;ConcederNegotiationParty@190;ConcederNegotiationParty@191;0.5924195445282836;0.7438356227073275;0.5924195445282836;0.7438356227073275;0.6168895535361617;0.5383245227904709;0.0;0.0;0.5924195445282836;0.7438356227073275;party2_utility.xml;party3_utility.xml
0.007;5;;60rounds;Yes;No;2;0.22933;0.95509;0.20798;0.63145;1.18443;Agent17@192;ConcederNegotiationParty@193;0.22933499722547104;0.9550912020196916;0.22933499722547104;0.9550912020196916;0.04699652291496196;0.8190963276755763;0.0;0.0;0.22933499722547104;0.9550912020196916;party2_utility.xml;party3_utility.xml
0.018;32;;60rounds;Yes;No;2;0.62367;0.95973;0.00000;0.25183;1.58339;BoulwareNegotiationParty@194;Agent17@195;0.9597253733059082;0.6236685463748622;0.9597253733059082;0.6236685463748622;0.9532524531055847;0.299261057261375;0.0;0.0;0.9597253733059082;0.6236685463748622;party2_utility.xml;party3_utility.xml
0.007;9;;60rounds;Yes;No;2;0.50243;0.77424;0.22160;0.35757;1.27667;ConcederNegotiationParty@196;Agent17@197;0.7742354260588821;0.5024337587346978;0.7742354260588821;0.5024337587346978;0.6613691734517955;0.15903979238754326;0.0;0.0;0.7742354260588821;0.5024337587346978;party2_utility.xml;party3_utility.xml
0.026;35;;60rounds;Yes;No;2;0.58103;0.60756;0.32612;0.36463;1.18859;Agent17@198;Agent17@199;0.6075581464673907;0.5810332311154764;0.6075581464673907;0.5810332311154764;0.585623308968512;0.47081628537246806;0.0;0.0;0.6075581464673907;0.5810332311154764;party2_utility.xml;party3_utility.xml
0.019;50;;60rounds;Yes;No;2;0.72136;0.78861;0.10297;0.14056;1.50997;BoulwareNegotiationParty@200;BoulwareNegotiationParty@201;0.7213579926952491;0.7886110625842724;0.7213579926952491;0.7886110625842724;0.7374369107717986;0.7287066698483626;0.0;0.0;0.7213579926952491;0.7886110625842724;party1_utility.xml;party3_utility.xml
0.010;14;;60rounds;Yes;No;2;0.61374;0.95796;0.00000;0.28281;1.57169;ConcederNegotiationParty@202;BoulwareNegotiationParty@203;0.6137354961042047;0.9579557861297675;0.6137354961042047;0.9579557861297675;0.56027722653906;1.0;0.0;0.0;0.6137354961042047;0.9579557861297675;party1_utility.xml;party3_utility.xml
0.028;39;;60rounds;Yes;No;2;0.48697;1.00000;0.00000;0.41454;1.48697;Agent17@204;BoulwareNegotiationParty@205;0.4869713700960755;0.9999999999999999;0.4869713700960755;0.9999999999999999;0.36075208084512517;0.9335974078990487;0.0;0.0;0.4869713700960755;0.9999999999999999;party1_utility.xml;party3_utility.xml
0.006;14;;60rounds;Yes;No;2;0.71697;0.88151;0.04056;0.10267;1.59848;BoulwareNegotiationParty@206;ConcederNegotiationParty@207;0.8815139775362884;0.7169674305224876;0.8815139775362884;0.7169674305224876;1.0;0.5698462764483457;0.0;0.0;0.8815139775362884;0.7169674305224876;party1_utility.xml;party3_utility.xml
0.004;7;;60rounds;Yes;No;2;0.82144;0.84426;0.00000;0.04632;1.66570;ConcederNegotiationParty@208;ConcederNegotiationParty@209;0.8214440145927566;0.8442553891865786;0.8214440145927566;0.8442553891865786;0.8013128191147603;0.7438611764407991;0.0;0.0;0.8214440145927566;0.8442553891865786;party1_utility.xml;party3_utility.xml
0.009;12;;60rounds;Yes;No;2;0.79288;0.82564;0.03819;0.04124;1.61852;Agent17@210;ConcederNegotiationParty@211;0.8256438919961313;0.7928799118169939;0.8256438919961313;0.7928799118169939;0.8221506727355038;0.6464354542474318;0.0;0.0;0.8256438919961313;0.7928799118169939;party1_utility.xml;party3_utility.xml
0.019;32;;60rounds;Yes;No;2;0.61273;0.97497;0.00000;0.23502;1.58769;BoulwareNegotiationParty@212;Agent17@213;0.9749651414079614;0.6127272286843094;0.9749651414079614;0.6127272286843094;0.9730568802489203;0.475052875585221;0.0;0.0;0.9749651414079614;0.6127272286843094;party1_utility.xml;party3_utility.xml
0.007;8;;60rounds;Yes;No;2;0.57008;0.68371;0.27223;0.30293;1.25379;ConcederNegotiationParty@214;Agent17@215;0.6837055385431724;0.5700838233533425;0.6837055385431724;0.5700838233533425;0.686624077109592;0.16513089677542417;0.0;0.0;0.6837055385431724;0.5700838233533425;party1_utility.xml;party3_utility.xml
0.005;3;;60rounds;Yes;No;2;0.55817;0.89939;0.09141;0.26210;1.45756;Agent17@216;Agent17@217;0.8993933000637386;0.5581699900307976;0.8993933000637386;0.5581699900307976;0.7696308418098841;0.4571933824747606;0.0;0.0;0.8993933000637386;0.5581699900307976;party1_utility.xml;party3_utility.xml
0.022;51;;60rounds;Yes;No;2;0.68371;0.80228;0.14374;0.16179;1.48598;BoulwareNegotiationParty@218;BoulwareNegotiationParty@219;0.6837055385431724;0.8022781032795586;0.6837055385431724;0.8022781032795586;0.686624077109592;0.6982437337299067;0.0;0.0;0.6837055385431724;0.8022781032795586;party1_utility.xml;party2_utility.xml
0.012;18;;60rounds;Yes;No;2;0.56655;0.87242;0.15736;0.22535;1.43897;ConcederNegotiationParty@220;BoulwareNegotiationParty@221;0.5665500617607802;0.8724202209876767;0.5665500617607802;0.8724202209876767;0.49040180803010686;1.0;0.0;0.0;0.5665500617607802;0.8724202209876767;party1_utility.xml;party2_utility.xml
0.025;41;;60rounds;Yes;No;2;0.50350;0.89622;0.18668;0.28314;1.39971;Agent17@222;BoulwareNegotiationParty@223;0.5034956497125767;0.896218022955065;0.5034956497125767;0.896218022955065;0.45919164056143574;0.9053190544934606;0.0;0.0;0.5034956497125767;0.896218022955065;party1_utility.xml;party2_utility.xml
0.013;20;;60rounds;Yes;No;2;0.68499;0.88151;0.00000;0.26212;1.56651;BoulwareNegotiationParty@224;ConcederNegotiationParty@225;0.8815139775362884;0.6849938461633399;0.8815139775362884;0.6849938461633399;1.0;0.462336446658242;0.0;0.0;0.8815139775362884;0.6849938461633399;party1_utility.xml;party2_utility.xml
0.004;8;;60rounds;Yes;No;2;0.68371;0.80228;0.14374;0.16179;1.48598;ConcederNegotiationParty@226;ConcederNegotiationParty@227;0.6837055385431724;0.8022781032795586;0.6837055385431724;0.8022781032795586;0.686624077109592;0.6982437337299067;0.0;0.0;0.6837055385431724;0.8022781032795586;party1_utility.xml;party2_utility.xml
0.019;29;;60rounds;Yes;No;2;0.56062;0.82564;0.13635;0.37025;1.38626;Agent17@228;ConcederNegotiationParty@229;0.8256438919961313;0.5606152509868083;0.8256438919961313;0.5606152509868083;0.8221506727355038;0.39739603493592945;0.0;0.0;0.8256438919961313;0.5606152509868083;party1_utility.xml;party2_utility.xml
0.023;41;;60rounds;Yes;No;2;0.78478;0.92861;0.00000;0.00000;1.71339;BoulwareNegotiationParty@230;Agent17@231;0.7847795040475406;0.9286065940978353;0.7847795040475406;0.9286065940978353;0.9263682966919691;0.754823577280136;0.0;0.0;0.7847795040475406;0.9286065940978353;party1_utility.xml;party2_utility.xml
0.005;6;;60rounds;Yes;No;2;0.65867;1.00000;0.00000;0.14492;1.65867;ConcederNegotiationParty@232;Agent17@233;0.6586706799511337;1.0;0.6586706799511337;1.0;0.7518377549263745;0.8034562217462742;0.0;0.0;0.6586706799511337;1.0;party1_utility.xml;party2_utility.xml
0.006;4;;60rounds;Yes;No;2;0.23482;0.82568;0.17991;0.69499;1.06050;Agent17@234;Agent17@235;0.8256833403443582;0.23481763790625315;0.8256833403443582;0.23481763790625315;0.6204941281414935;0.08023741229971854;0.0;0.0;0.8256833403443582;0.23481763790625315;party1_utility.xml;party2_utility.xml
