sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.005;3;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;ConcederNegotiationParty@20;ConcederNegotiationParty@21;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9223685694622341;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
0.003;3;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@22;ConcederNegotiationParty@23;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
3.307;9;;60rounds;Yes;No;2;0.72596;1.00000;0.00000;0.23598;1.72596;Agent17@24;ConcederNegotiationParty@25;0.9999999999999999;0.7259586914540839;0.9999999999999999;0.7259586914540839;0.159250497563149;0.6723440289013224;0.0;0.0;0.9999999999999999;0.7259586914540839;party3_utility.xml;party4_utility.xml
0.002;3;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;ConcederNegotiationParty@26;BoulwareNegotiationParty@27;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9223685694622341;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
0.019;43;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@28;BoulwareNegotiationParty@29;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
;29;Session genius.core.session.Session@130799d2 failed: Failed to execute protocol: Execution failed of Agent17@30:java.lang.IllegalArgumentException: bound must be positive: bound must be positive:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;;;;;;;party3_utility;party4_utility
1.902;6;;60rounds;Yes;No;2;0.80023;1.00000;0.00000;0.14169;1.80023;ConcederNegotiationParty@32;Agent17@33;0.8002312433989486;1.0;0.8002312433989486;1.0;0.7708547286317844;0.23809577278290622;0.0;0.0;0.8002312433989486;1.0;party3_utility.xml;party4_utility.xml
;22;Session genius.core.session.Session@4b4a7f65 failed: Failed to execute protocol: Execution failed of Agent17@35:java.lang.IllegalArgumentException: bound must be positive: bound must be positive:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;0.0;0.0;0.0;0.0;;;;;;;party3_utility;party4_utility
28.424;61;;60rounds;No;No;1;0.00000;0.00000;1.23572;1.33376;0.00000;Agent17@36;Agent17@37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party3_utility.xml;party4_utility.xml
0.008;11;;60rounds;Yes;No;2;0.50439;0.73808;0.16732;0.33756;1.24248;ConcederNegotiationParty@38;ConcederNegotiationParty@39;0.5043919094087237;0.738084579861382;0.5043919094087237;0.738084579861382;0.615933773270959;0.6723117623677108;0.0;0.0;0.5043919094087237;0.738084579861382;party2_utility.xml;party4_utility.xml
0.018;24;;60rounds;Yes;No;2;0.55925;0.87241;0.08775;0.21675;1.43166;BoulwareNegotiationParty@40;ConcederNegotiationParty@41;0.8724147460233912;0.5592460663761619;0.8724147460233912;0.5592460663761619;0.9999999999999999;0.40834555430719843;0.0;0.0;0.8724147460233912;0.5592460663761619;party2_utility.xml;party4_utility.xml
10.865;28;;60rounds;Yes;No;2;0.53544;0.98352;0.00000;0.27799;1.51897;Agent17@42;ConcederNegotiationParty@43;0.9835238489716448;0.535441233593706;0.9835238489716448;0.535441233593706;0.14427139896986765;0.3729369088942106;0.0;0.0;0.9835238489716448;0.535441233593706;party2_utility.xml;party4_utility.xml
0.017;27;;60rounds;Yes;No;2;0.37187;0.95243;0.09000;0.50122;1.32429;ConcederNegotiationParty@44;BoulwareNegotiationParty@45;0.3718661981861042;0.9524282207813943;0.3718661981861042;0.9524282207813943;0.37073977732486285;0.9999999999999999;0.0;0.0;0.3718661981861042;0.9524282207813943;party2_utility.xml;party4_utility.xml
0.029;50;;60rounds;Yes;No;2;0.57979;0.76187;0.13794;0.26056;1.34166;BoulwareNegotiationParty@46;BoulwareNegotiationParty@47;0.579788279296279;0.7618678375878979;0.579788279296279;0.7618678375878979;0.6983365008439028;0.7122576619686849;0.0;0.0;0.579788279296279;0.7618678375878979;party2_utility.xml;party4_utility.xml
;20;Session genius.core.session.Session@32e17e0b failed: Failed to execute protocol: Execution failed of Agent17@48:java.lang.IllegalArgumentException: bound must be positive: bound must be positive:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;;;;;;;party2_utility;party4_utility
