sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.042;43;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@0;BoulwareNegotiationParty@1;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
0.004;3;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;ConcederNegotiationParty@2;BoulwareNegotiationParty@3;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9223685694622341;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
0.115;43;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;Agent26@4;BoulwareNegotiationParty@5;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;0.9315473968579495;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
0.003;3;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@6;ConcederNegotiationParty@7;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
0.003;3;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;ConcederNegotiationParty@8;ConcederNegotiationParty@9;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9223685694622341;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
0.048;9;;60rounds;Yes;No;2;0.72596;1.00000;0.00000;0.23598;1.72596;Agent26@10;ConcederNegotiationParty@11;0.9999999999999999;0.7259586914540839;0.9999999999999999;0.7259586914540839;1.0;0.6723440289013224;0.0;0.0;0.9999999999999999;0.7259586914540839;party3_utility.xml;party4_utility.xml
0.096;27;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@12;Agent26@13;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.9189493023251749;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
0.025;6;;60rounds;Yes;No;2;0.80023;1.00000;0.00000;0.14169;1.80023;ConcederNegotiationParty@14;Agent26@15;0.8002312433989486;1.0;0.8002312433989486;1.0;0.7708547286317844;1.0;0.0;0.0;0.8002312433989486;1.0;party3_utility.xml;party4_utility.xml
0.136;14;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;Agent26@16;Agent26@17;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9034795992432516;0.9510935812426984;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
0.052;50;;60rounds;Yes;No;2;0.57979;0.76187;0.13794;0.26056;1.34166;BoulwareNegotiationParty@18;BoulwareNegotiationParty@19;0.5797882792113397;0.7618678375878979;0.5797882792113397;0.7618678375878979;0.6983365008439028;0.7122576619686849;0.0;0.0;0.5797882792113397;0.7618678375878979;party2_utility.xml;party4_utility.xml
