sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.006;7;;60rounds;Yes;No;2;0.82144;0.84426;0.00000;0.04632;1.66570;ConcederNegotiationParty@128;ConcederNegotiationParty@129;0.8214440145927566;0.8442553891865786;0.8214440145927566;0.8442553891865786;0.8013128191147603;0.7438611764407991;0.0;0.0;0.8214440145927566;0.8442553891865786;party1_utility.xml;party3_utility.xml
0.008;14;;60rounds;Yes;No;2;0.71697;0.88151;0.04056;0.10267;1.59848;BoulwareNegotiationParty@130;ConcederNegotiationParty@131;0.8815139775362884;0.7169674305224876;0.8815139775362884;0.7169674305224876;1.0;0.5698462764483457;0.0;0.0;0.8815139775362884;0.7169674305224876;party1_utility.xml;party3_utility.xml
0.021;23;;60rounds;Yes;No;2;0.59723;1.00000;0.00000;0.26123;1.59723;Agent17@132;ConcederNegotiationParty@133;1.0;0.5972336542647411;1.0;0.5972336542647411;0.9078432024321379;0.4223468537665884;0.0;0.0;1.0;0.5972336542647411;party1_utility.xml;party3_utility.xml
0.007;14;;60rounds;Yes;No;2;0.61374;0.95796;0.00000;0.28281;1.57169;ConcederNegotiationParty@134;BoulwareNegotiationParty@135;0.6137354961042047;0.9579557861297675;0.6137354961042047;0.9579557861297675;0.56027722653906;1.0;0.0;0.0;0.6137354961042047;0.9579557861297675;party1_utility.xml;party3_utility.xml
0.026;50;;60rounds;Yes;No;2;0.72136;0.78861;0.10297;0.14056;1.50997;BoulwareNegotiationParty@136;BoulwareNegotiationParty@137;0.7213579926952491;0.7886110625842724;0.7213579926952491;0.7886110625842724;0.7374369107717986;0.7287066698483626;0.0;0.0;0.7213579926952491;0.7886110625842724;party1_utility.xml;party3_utility.xml
0.026;42;;60rounds;Yes;No;2;0.49949;0.98838;0.00000;0.39821;1.48787;Agent17@138;BoulwareNegotiationParty@139;0.49948879939209484;0.9883798191853237;0.49948879939209484;0.9883798191853237;0.4716153331336555;0.891449349115627;0.0;0.0;0.49948879939209484;0.9883798191853237;party1_utility.xml;party3_utility.xml
0.018;24;;60rounds;Yes;No;2;0.59294;0.94100;0.02489;0.29347;1.53394;ConcederNegotiationParty@140;Agent17@141;0.5929399632637677;0.940997909258879;0.5929399632637677;0.940997909258879;0.5956073021373801;0.7978443610951815;0.0;0.0;0.5929399632637677;0.940997909258879;party1_utility.xml;party3_utility.xml
0.024;42;;60rounds;Yes;No;2;0.54655;0.91191;0.09141;0.27572;1.45846;BoulwareNegotiationParty@142;Agent17@143;0.9119107293597579;0.5465498092161214;0.9119107293597579;0.5465498092161214;0.8804940940984143;0.41504532369133895;0.0;0.0;0.9119107293597579;0.5465498092161214;party1_utility.xml;party3_utility.xml
0.028;33;;60rounds;Yes;No;2;0.55817;0.89939;0.09141;0.26210;1.45756;Agent17@144;Agent17@145;0.8993933000637386;0.5581699900307976;0.8993933000637386;0.5581699900307976;0.7696308418098841;0.4571933824747606;0.0;0.0;0.8993933000637386;0.5581699900307976;party1_utility.xml;party3_utility.xml
0.009;16;;60rounds;Yes;No;2;0.59242;0.74384;0.17846;0.28118;1.33626;ConcederNegotiationParty@146;ConcederNegotiationParty@147;0.5924195445282836;0.7438356227073275;0.5924195445282836;0.7438356227073275;0.6168895535361617;0.5383245227904709;0.0;0.0;0.5924195445282836;0.7438356227073275;party2_utility.xml;party3_utility.xml
