sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.018;43;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@482;BoulwareNegotiationParty@483;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
0.001;3;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;ConcederNegotiationParty@484;BoulwareNegotiationParty@485;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9223685694622341;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
0.303;41;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;Agent17@486;BoulwareNegotiationParty@487;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.2474503999055433;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
0.001;3;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@488;ConcederNegotiationParty@489;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
0.001;3;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;ConcederNegotiationParty@490;ConcederNegotiationParty@491;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9223685694622341;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
0.059;9;;60rounds;Yes;No;2;0.72596;1.00000;0.00000;0.23598;1.72596;Agent17@492;ConcederNegotiationParty@493;0.9999999999999999;0.7259586914540839;0.9999999999999999;0.7259586914540839;0.17491056881847666;0.6723440289013224;0.0;0.0;0.9999999999999999;0.7259586914540839;party3_utility.xml;party4_utility.xml
0.242;32;;60rounds;Yes;No;2;0.91347;0.94046;0.02350;0.02350;1.85393;BoulwareNegotiationParty@494;Agent17@495;0.913468179264608;0.9404593077714649;0.913468179264608;0.9404593077714649;0.9776242504311627;0.20240348590675247;0.0;0.0;0.913468179264608;0.9404593077714649;party3_utility.xml;party4_utility.xml
0.033;6;;60rounds;Yes;No;2;0.80023;1.00000;0.00000;0.14169;1.80023;ConcederNegotiationParty@496;Agent17@497;0.8002312433989486;1.0;0.8002312433989486;1.0;0.7708547286317844;0.12462228504511758;0.0;0.0;0.8002312433989486;1.0;party3_utility.xml;party4_utility.xml
0.562;36;;60rounds;Yes;No;2;0.79778;0.96382;0.03048;0.15755;1.76160;Agent17@498;Agent17@499;0.9638153464274466;0.7977797570990511;0.9638153464274466;0.7977797570990511;0.195963403505057;0.41463438841086225;0.0;0.0;0.9638153464274466;0.7977797570990511;party3_utility.xml;party4_utility.xml
0.021;50;;60rounds;Yes;No;2;0.57979;0.76187;0.13794;0.26056;1.34166;BoulwareNegotiationParty@500;BoulwareNegotiationParty@501;0.5797882792113397;0.7618678375878979;0.5797882792113397;0.7618678375878979;0.6983365008439028;0.7122576619686849;0.0;0.0;0.5797882792113397;0.7618678375878979;party2_utility.xml;party4_utility.xml
0.011;27;;60rounds;Yes;No;2;0.37187;0.95243;0.09000;0.50122;1.32429;ConcederNegotiationParty@502;BoulwareNegotiationParty@503;0.3718661982719857;0.9524282207813943;0.3718661982719857;0.9524282207813943;0.37073977732486285;0.9999999999999999;0.0;0.0;0.3718661982719857;0.9524282207813943;party2_utility.xml;party4_utility.xml
0.392;53;;60rounds;Yes;No;2;0.74023;0.74996;0.04742;0.10260;1.49020;Agent17@504;BoulwareNegotiationParty@505;0.7402344494446148;0.749963424967027;0.7402344494446148;0.749963424967027;0.35290308532079984;0.5986385713484892;0.0;0.0;0.7402344494446148;0.749963424967027;party2_utility.xml;party4_utility.xml
0.013;24;;60rounds;Yes;No;2;0.55925;0.87241;0.08775;0.21675;1.43166;BoulwareNegotiationParty@506;ConcederNegotiationParty@507;0.872414746008172;0.5592460663761619;0.872414746008172;0.5592460663761619;0.9999999999999999;0.40834555430719843;0.0;0.0;0.872414746008172;0.5592460663761619;party2_utility.xml;party4_utility.xml
0.005;11;;60rounds;Yes;No;2;0.50439;0.73808;0.16732;0.33756;1.24248;ConcederNegotiationParty@508;ConcederNegotiationParty@509;0.5043919094310539;0.738084579861382;0.5043919094310539;0.738084579861382;0.615933773270959;0.6723117623677108;0.0;0.0;0.5043919094310539;0.738084579861382;party2_utility.xml;party4_utility.xml
0.182;26;;60rounds;Yes;No;2;0.55925;0.87241;0.08775;0.21675;1.43166;Agent17@510;ConcederNegotiationParty@511;0.872414746008172;0.5592460663761619;0.872414746008172;0.5592460663761619;0.19903242749874084;0.40834555430719843;0.0;0.0;0.872414746008172;0.5592460663761619;party2_utility.xml;party4_utility.xml
