sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.032;43;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@8;BoulwareNegotiationParty@9;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
0.005;3;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;ConcederNegotiationParty@10;BoulwareNegotiationParty@11;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9223685694622341;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
0.272;42;;60rounds;Yes;No;2;0.83326;0.88631;0.07641;0.12824;1.71958;Agent17@12;BoulwareNegotiationParty@13;0.8863121540679827;0.8332633927621125;0.8863121540679827;0.8332633927621125;0.28014948346273866;0.8967707297551243;0.0;0.0;0.8863121540679827;0.8332633927621125;party3_utility.xml;party4_utility.xml
0.003;3;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@14;ConcederNegotiationParty@15;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
0.002;3;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;ConcederNegotiationParty@16;ConcederNegotiationParty@17;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9223685694622341;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
0.055;9;;60rounds;Yes;No;2;0.72596;1.00000;0.00000;0.23598;1.72596;Agent17@18;ConcederNegotiationParty@19;0.9999999999999999;0.7259586914540839;0.9999999999999999;0.7259586914540839;0.1829985512373141;0.6723440289013224;0.0;0.0;0.9999999999999999;0.7259586914540839;party3_utility.xml;party4_utility.xml
0.191;32;;60rounds;Yes;No;2;0.91347;0.94046;0.02350;0.02350;1.85393;BoulwareNegotiationParty@20;Agent17@21;0.913468179264608;0.9404593077714649;0.913468179264608;0.9404593077714649;0.9776242504311627;0.17946388111629702;0.0;0.0;0.913468179264608;0.9404593077714649;party3_utility.xml;party4_utility.xml
0.027;6;;60rounds;Yes;No;2;0.80023;1.00000;0.00000;0.14169;1.80023;ConcederNegotiationParty@22;Agent17@23;0.8002312433989486;1.0;0.8002312433989486;1.0;0.7708547286317844;0.19774869956502075;0.0;0.0;0.8002312433989486;1.0;party3_utility.xml;party4_utility.xml
0.722;55;;60rounds;Yes;No;2;0.88921;0.97621;0.00000;0.05045;1.86542;Agent17@24;Agent17@25;0.8892064571292678;0.9762141103906973;0.8892064571292678;0.9762141103906973;0.3138657400224663;0.2177904186708272;0.0;0.0;0.8892064571292678;0.9762141103906973;party3_utility.xml;party4_utility.xml
0.031;50;;60rounds;Yes;No;2;0.57979;0.76187;0.13794;0.26056;1.34166;BoulwareNegotiationParty@26;BoulwareNegotiationParty@27;0.5797882792113397;0.7618678375878979;0.5797882792113397;0.7618678375878979;0.6983365008439028;0.7122576619686849;0.0;0.0;0.5797882792113397;0.7618678375878979;party2_utility.xml;party4_utility.xml
0.022;27;;60rounds;Yes;No;2;0.37187;0.95243;0.09000;0.50122;1.32429;ConcederNegotiationParty@28;BoulwareNegotiationParty@29;0.3718661982719857;0.9524282207813943;0.3718661982719857;0.9524282207813943;0.37073977732486285;0.9999999999999999;0.0;0.0;0.3718661982719857;0.9524282207813943;party2_utility.xml;party4_utility.xml
0.425;58;;60rounds;Yes;No;2;0.53544;0.98352;0.00000;0.27799;1.51897;Agent17@30;BoulwareNegotiationParty@31;0.9835238489619762;0.535441233593706;0.9835238489619762;0.535441233593706;0.06582757459628383;0.3729369088942106;0.0;0.0;0.9835238489619762;0.535441233593706;party2_utility.xml;party4_utility.xml
0.019;24;;60rounds;Yes;No;2;0.55925;0.87241;0.08775;0.21675;1.43166;BoulwareNegotiationParty@32;ConcederNegotiationParty@33;0.872414746008172;0.5592460663761619;0.872414746008172;0.5592460663761619;0.9999999999999999;0.40834555430719843;0.0;0.0;0.872414746008172;0.5592460663761619;party2_utility.xml;party4_utility.xml
0.008;11;;60rounds;Yes;No;2;0.50439;0.73808;0.16732;0.33756;1.24248;ConcederNegotiationParty@34;ConcederNegotiationParty@35;0.5043919094310539;0.738084579861382;0.5043919094310539;0.738084579861382;0.615933773270959;0.6723117623677108;0.0;0.0;0.5043919094310539;0.738084579861382;party2_utility.xml;party4_utility.xml
0.152;26;;60rounds;Yes;No;2;0.65461;0.81228;0.07704;0.12217;1.46689;Agent17@36;ConcederNegotiationParty@37;0.8122823292351039;0.6546060616129878;0.8122823292351039;0.6546060616129878;0.366578608747647;0.4761661791390862;0.0;0.0;0.8122823292351039;0.6546060616129878;party2_utility.xml;party4_utility.xml
0.409;55;;60rounds;Yes;No;2;0.52579;0.80931;0.09549;0.31632;1.33510;BoulwareNegotiationParty@38;Agent17@39;0.5257938281248536;0.8093054200170876;0.5257938281248536;0.8093054200170876;0.5049195574377664;0.3416770983955746;0.0;0.0;0.5257938281248536;0.8093054200170876;party2_utility.xml;party4_utility.xml
