sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.053;43;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@0;BoulwareNegotiationParty@1;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
0.004;3;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;ConcederNegotiationParty@2;BoulwareNegotiationParty@3;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9223685694622341;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
;1;Session genius.core.session.Session@33613fb7 failed: failed to construct agent : agent init<Agent17@4,Participant[Party4,PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false],etc/templates/partydomain/party3_utility.xml]> passed deadline and was killed:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;;;;;;;party3_utility;party4_utility
0.003;3;;60rounds;Yes;No;2;0.91667;0.95796;0.00000;0.04321;1.87463;BoulwareNegotiationParty@6;ConcederNegotiationParty@7;0.9579557861297675;0.916673418162162;0.9579557861297675;0.916673418162162;1.0;0.8792475493734132;0.0;0.0;0.9579557861297675;0.916673418162162;party3_utility.xml;party4_utility.xml
0.003;3;;60rounds;Yes;No;2;0.93369;0.95243;0.00000;0.00000;1.88612;ConcederNegotiationParty@8;ConcederNegotiationParty@9;0.9336940639944273;0.9524282207813943;0.9336940639944273;0.9524282207813943;0.9223685694622341;0.9999999999999999;0.0;0.0;0.9336940639944273;0.9524282207813943;party3_utility.xml;party4_utility.xml
;1;Session genius.core.session.Session@26e5f5bf failed: failed to construct agent : Execution failed of init<Agent17@10,Participant[Party10,PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false],etc/templates/partydomain/party3_utility.xml]>:genius.core.session.RepositoryException: failed to load PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false]. This is caused by missing/damaged basic configuration xml files from Genius.: failed to load PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false]. This is caused by missing/damaged basic configuration xml files from Genius.: failed to load class from  /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class: agent Agent17 is not available in directory '/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17': Agent17:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.ConcederNegotiationParty];60rounds;No;;0;;;;;;Agent17;ConcederNegotiationParty;0.0;0.0;0.0;0.0;;;;;;;party3_utility;party4_utility
;1;Session genius.core.session.Session@7a28d8ea failed: failed to construct agent : Execution failed of init<Agent17@13,Participant[Party13,PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false],etc/templates/partydomain/party4_utility.xml]>:genius.core.session.RepositoryException: failed to load PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false]. This is caused by missing/damaged basic configuration xml files from Genius.: failed to load PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false]. This is caused by missing/damaged basic configuration xml files from Genius.: failed to load class from  /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class: agent Agent17 is not available in directory '/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17': Agent17:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;0.0;0.0;0.0;0.0;;;;;;;party3_utility;party4_utility
;1;Session genius.core.session.Session@6c7253f5 failed: failed to construct agent : Execution failed of init<Agent17@15,Participant[Party15,PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false],etc/templates/partydomain/party4_utility.xml]>:genius.core.session.RepositoryException: failed to load PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false]. This is caused by missing/damaged basic configuration xml files from Genius.: failed to load PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false]. This is caused by missing/damaged basic configuration xml files from Genius.: failed to load class from  /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class: agent Agent17 is not available in directory '/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17': Agent17:[negotiator.parties.ConcederNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class];60rounds;No;;0;;;;;;ConcederNegotiationParty;Agent17;0.0;0.0;0.0;0.0;;;;;;;party3_utility;party4_utility
;1;Session genius.core.session.Session@1097ed34 failed: failed to construct agent : Execution failed of init<Agent17@16,Participant[Party16,PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false],etc/templates/partydomain/party3_utility.xml]>:genius.core.session.RepositoryException: failed to load PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false]. This is caused by missing/damaged basic configuration xml files from Genius.: failed to load PartyRepositoryItem[Agent17,/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class,Places random bids >= 0.7, is mediator=false]. This is caused by missing/damaged basic configuration xml files from Genius.: failed to load class from  /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class: agent Agent17 is not available in directory '/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17': Agent17:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class];60rounds;No;;0;;;;;;Agent17;Agent17;0.0;0.0;0.0;0.0;;;;;;;party3_utility;party4_utility
0.059;50;;60rounds;Yes;No;2;0.57979;0.76187;0.13794;0.26056;1.34166;BoulwareNegotiationParty@18;BoulwareNegotiationParty@19;0.5797882688027742;0.7618678375878979;0.5797882688027742;0.7618678375878979;0.6983365008439028;0.7122576619686849;0.0;0.0;0.5797882688027742;0.7618678375878979;party2_utility.xml;party4_utility.xml
