sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.006;7;;60rounds;Yes;No;2;0.82144;0.84426;0.00000;0.04632;1.66570;ConcederNegotiationParty@74;ConcederNegotiationParty@75;0.8214440145927566;0.8442553891865786;0.8214440145927566;0.8442553891865786;0.8013128191147603;0.7438611764407991;0.0;0.0;0.8214440145927566;0.8442553891865786;party1_utility.xml;party3_utility.xml
0.007;14;;60rounds;Yes;No;2;0.71697;0.88151;0.04056;0.10267;1.59848;BoulwareNegotiationParty@76;ConcederNegotiationParty@77;0.8815139775362884;0.7169674305224876;0.8815139775362884;0.7169674305224876;1.0;0.5698462764483457;0.0;0.0;0.8815139775362884;0.7169674305224876;party1_utility.xml;party3_utility.xml
;2;Session genius.core.session.Session@4388b557 failed: Failed to execute protocol: Execution failed of Agent17@78:java.lang.IllegalArgumentException: bound must be positive: bound must be positive:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.ConcederNegotiationParty];60rounds;No;;0;;;;;;Agent17;ConcederNegotiationParty;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party3_utility
0.010;14;;60rounds;Yes;No;2;0.61374;0.95796;0.00000;0.28281;1.57169;ConcederNegotiationParty@80;BoulwareNegotiationParty@81;0.6137354961042047;0.9579557861297675;0.6137354961042047;0.9579557861297675;0.56027722653906;1.0;0.0;0.0;0.6137354961042047;0.9579557861297675;party1_utility.xml;party3_utility.xml
0.022;50;;60rounds;Yes;No;2;0.72136;0.78861;0.10297;0.14056;1.50997;BoulwareNegotiationParty@82;BoulwareNegotiationParty@83;0.7213579926952491;0.7886110625842724;0.7213579926952491;0.7886110625842724;0.7374369107717986;0.7287066698483626;0.0;0.0;0.7213579926952491;0.7886110625842724;party1_utility.xml;party3_utility.xml
;2;Session genius.core.session.Session@7f3f57f5 failed: Failed to execute protocol: Execution failed of Agent17@84:java.lang.IllegalArgumentException: bound must be positive: bound must be positive:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;Agent17;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party3_utility
;2;Session genius.core.session.Session@26d36a5b failed: Failed to execute protocol: Execution failed of Agent17@87:java.lang.IllegalArgumentException: bound must be positive: bound must be positive:[negotiator.parties.ConcederNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class];60rounds;No;;0;;;;;;ConcederNegotiationParty;Agent17;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party3_utility
;2;Session genius.core.session.Session@24f4375a failed: Failed to execute protocol: Execution failed of Agent17@89:java.lang.IllegalArgumentException: bound must be positive: bound must be positive:[negotiator.parties.BoulwareNegotiationParty, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class];60rounds;No;;0;;;;;;BoulwareNegotiationParty;Agent17;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party3_utility
;2;Session genius.core.session.Session@36d38481 failed: Failed to execute protocol: Execution failed of Agent17@90:java.lang.IllegalArgumentException: bound must be positive: bound must be positive:[/Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class, /Users/hewenyu/Desktop/Intelligent Agent/Labs/Group17/out/production/Group17/group17/Agent17.class];60rounds;No;;0;;;;;;Agent17;Agent17;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party3_utility
0.010;16;;60rounds;Yes;No;2;0.59242;0.74384;0.17846;0.28118;1.33626;ConcederNegotiationParty@92;ConcederNegotiationParty@93;0.5924195445282836;0.7438356227073275;0.5924195445282836;0.7438356227073275;0.6168895535361617;0.5383245227904709;0.0;0.0;0.5924195445282836;0.7438356227073275;party2_utility.xml;party3_utility.xml
